index,ObsType,Latitude,Longitude,Elevation(m),UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,SkyComment,LocationComment,Country,UTDatetime,UTTimeHour,MoonAlt,MoonAz
176704,SQM,42.3157,-83.2978,189.86,2015-01-19,03:08,2.0,16.32,,6,All dark sky,"Suburban, snow, backyard, lights on, covered pool",United States - Michigan,2015-01-19 03:08:00,0.7071067811865475,-62.00740360745309,322.8516935661521
176705,SQM,42.3157,-83.2978,189.86,2015-01-19,03:10,2.0,16.1,,6,All dark sky,"Suburban, snow, front yard, porch lights on, 8ft from the house, a tree close by",United States - Michigan,2015-01-19 03:10:00,0.7071067811865475,-62.215216106624396,323.70369032470387
176707,SQM,42.3157,-83.2978,189.86,2015-01-19,03:11,2.0,16.31,,6,All dark sky,"Suburban, snow, on the sidewalk, 12ft from the garage, a car close by",United States - Michigan,2015-01-19 03:11:00,0.7071067811865475,-62.31754155612878,324.13362119623616
176727,SQM,35.7231,139.751,29.65,2015-01-19,11:17,2.0,16.91,4831,0,Fine,center of Tokyo,Japan,2015-01-19 11:17:00,0.258819045102521,-53.12668709866908,288.83929991818
176749,SQM,41.3446,21.5611,656.75,2015-01-17,19:30,4.0,18.07,3930,0,Clear,Urban location,Macedonia (FYROM),2015-01-17 19:30:00,-0.9659258262890684,-66.31550573294741,339.3099980722935
176750,SQM,41.3446,21.5611,656.75,2015-01-18,19:00,4.0,17.89,3930,0,No clouds,Urban location,Macedonia (FYROM),2015-01-18 19:00:00,-0.9659258262890684,-56.22574517644278,302.8780989569252
176766,SQM,42.3177,-83.3057,191.21,2015-01-16,02:00,3.0,16.45,,2,Haze,"Suburban, porch lights",United States - Michigan,2015-01-16 02:00:00,0.49999999999999994,-63.538609160895014,14.312390182696397
176767,SQM,42.3177,-83.3059,191.14,2015-01-17,02:26,2.0,16.29,,2,,Suburban,United States - Michigan,2015-01-17 02:26:00,0.49999999999999994,-65.89445310382162,0.0361788712404321
176787,SQM,29.5991,-98.5235,302.86,2015-01-20,01:45,4.0,18.05,8501,0,,,United States - Texas,2015-01-20 01:45:00,0.25881904510252074,-28.60886859534315,265.8484258184198
176789,SQM,42.3214,-83.3064,192.15,2015-01-20,00:30,2.0,16.33,,6,Cloudy sky. Very light in color.,Suburban area. Few tall trees. Many lamposts on. Light snow coverage.,United States - Michigan,2015-01-20 00:30:00,0.0,-26.809758258298924,270.5888577987
176795,SQM,42.3157,-83.2978,189.86,2015-01-20,02:09,2.0,16.32,,6,All dark sky,"Suburban, snow, backyard, lights on, 6ft from the house, next to covered pool",United States - Michigan,2015-01-20 02:09:00,0.49999999999999994,-43.81465517278059,288.90850013610583
176797,SQM,42.3157,-83.2978,189.86,2015-01-20,02:10,3.0,16.34,,6,All dark sky,"Suburban, snow, front yard, porch lights on, a tree close by, 8ft from the house",United States - Michigan,2015-01-20 02:10:00,0.49999999999999994,-43.97941133745616,289.12588862190637
176800,SQM,42.3157,-83.2977,189.74,2015-01-20,02:12,3.0,16.51,,6,All dark sky,"Suburban, snow, on the sidewalk, 12ft in front of the garage, one car close by",United States - Michigan,2015-01-20 02:12:00,0.49999999999999994,-44.308310250507915,289.5635311331891
176806,SQM,21.1354,-86.7468,8.22,2015-01-20,03:05,2.0,18.01,3722,2,,,Mexico,2015-01-20 03:05:00,0.7071067811865475,-56.12036268535132,271.5113887609743
176812,SQM,37.2808,-122.119,320.4,2015-01-20,04:23,4.0,20.13,,0,,Rural location 5 miles outside Cupertino.,United States - California,2015-01-20 04:23:00,0.8660254037844386,-39.99650361775516,279.4927959969238
176813,SQM,32.8608,130.958,474.12,2015-01-19,13:35,4.0,20.11,7998,2,,,Japan,2015-01-19 13:35:00,-0.2588190451025208,-71.13107938612688,319.82291806482175
176824,SQM,32.5073,130.607,4.77,2015-01-20,11:10,2.0,17.11,7996,0,,,Japan,2015-01-20 11:10:00,0.258819045102521,-32.31441529456682,270.86048312434315
176828,SQM,36.8304,129.27,306.19,2015-01-20,12:02,5.0,21.4,,0,,,South Korea,2015-01-20 12:02:00,1.2246467991473532e-16,-40.85164281303978,281.10527405949875
176900,SQM,42.3156,-83.2977,190.02,2015-01-21,01:06,3.0,16.45,,6,All dark sky,"Suburban, snow, backyard, lights on, 6ft from the house, next to covered pool",United States - Michigan,2015-01-21 01:06:00,0.25881904510252074,-20.941727646064244,269.1104024190879
176901,SQM,42.3156,-83.2977,190.02,2015-01-21,01:07,3.0,16.66,,6,All dark sky,"Suburban, snow, front yard, porch lights on, 8ft from the house, a tree close by",United States - Michigan,2015-01-21 01:07:00,0.25881904510252074,-21.11675163201157,269.2729938066472
176902,SQM,42.3156,-83.2977,190.02,2015-01-21,01:07,2.0,16.33,,6,All dark sky,"Suburban, snow, on the sidewalk, 12ft in front of the garage, one car close by",United States - Michigan,2015-01-21 01:07:00,0.25881904510252074,-21.11675163201157,269.2729938066472
176903,SQM,42.3156,-83.2977,190.02,2015-01-21,01:08,2.0,16.33,,6,All dark sky,"Suburban, snow, on the sidewalk, 12ft in front of the garage, one car close by",United States - Michigan,2015-01-21 01:08:00,0.25881904510252074,-21.29177304264565,269.4357651113264
176923,SQM,42.3214,-83.3064,192.15,2015-01-21,00:30,3.0,16.83,,6,Sky very cloudy and light in color.,Suburban area. Light snow coverage. Many lamposts on and tall trees nearby.,United States - Michigan,2015-01-21 00:30:00,0.0,-14.645171985601703,263.3427473219763
176924,SQM,29.5991,-98.5235,302.86,2015-01-21,02:25,4.0,18.02,8501,0,,,United States - Texas,2015-01-21 02:25:00,0.49999999999999994,-23.389262660226095,266.48350002464673
176937,SQM,31.9608,-111.6,2062.06,2015-01-20,05:00,7.0,21.35,5604,0,,Kitt Peak National Observatory,United States - Arizona,2015-01-20 05:00:00,0.9659258262890683,-56.503136401142754,289.44958760442
176939,SQM,32.2086,-110.902,771.91,2015-01-21,05:31,3.0,18.61,,0,Sutton BAS,,United States - Arizona,2015-01-21 05:31:00,0.9659258262890683,-49.99965658409132,288.3689486672028
177006,SQM,31.9686,-99.9018,571.0,2015-01-20,03:33,5.0,19.0,,0,,,United States - Texas,2015-01-20 03:33:00,0.7071067811865475,-49.168762083402726,281.6917051111257
177035,SQM,42.3147,-83.292,190.1,2015-01-16,23:45,3.0,17.13,,2,Cirrus clouds covering part of the sky,"Suburban location, snow cover, trees nearby, and a street light",United States - Michigan,2015-01-16 23:45:00,-0.2588190451025215,-49.557998611945635,294.8327659821573
177036,SQM,42.3148,-83.2919,190.14,2015-01-19,00:14,2.0,16.1,,0,"Clear skies, no stars visible.","Suburban location, snowfall, trees nearby, and a street lamp.",United States - Michigan,2015-01-19 00:14:00,0.0,-35.438579494336786,276.5680336446434
177037,SQM,42.3146,-83.2915,189.67,2015-01-18,00:14,1.0,16.75,,0,"Clear sky, couple of stars visible.","Suburban location, snowfall, trees nearby, and a street lamp.",United States - Michigan,2015-01-18 00:14:00,0.0,-45.679701904473745,287.59493831463885
177038,SQM,42.3148,-83.2919,190.14,2015-01-19,00:24,2.0,16.1,,0,Clear skies.,"Suburban location, snow cover, trees nearby, and a street lamp.",United States - Michigan,2015-01-19 00:24:00,0.0,-37.17706446939051,278.35501075949634
177039,SQM,42.3148,-83.2919,190.14,2015-01-20,00:15,3.0,16.37,,4,"Cloudy skies, nimbostratus clouds.","Suburban location, snow cover, trees nearby, and a street lamp.",United States - Michigan,2015-01-20 00:15:00,0.0,-24.19218944417777,268.1655250723327
177040,SQM,42.3148,-83.2919,190.14,2015-01-20,00:15,3.0,16.37,,4,"Cloudy skies, nimbostratus clouds.","Suburban location, snow cover, trees nearby, and a street lamp.",United States - Michigan,2015-01-20 00:15:00,0.0,-24.19218944417777,268.1655250723327
177262,SQM,36.8305,129.27,308.13,2015-01-20,14:00,6.0,21.44,,0,,,South Korea,2015-01-20 14:00:00,-0.4999999999999998,-60.92116940775632,310.5974753948889
177264,SQM,38.4778,-86.0059,252.39,2015-01-21,02:43,3.0,17.21,,6,,,United States - Indiana,2015-01-21 02:43:00,0.49999999999999994,-36.6046031281952,281.50090795970243
177271,SQM,21.0834,109.72,31.69,2015-01-16,13:30,7.0,21.9,,0,,,China,2015-01-16 13:30:00,-0.2588190451025208,-83.04625428160078,55.723140134427275
177272,SQM,48.4962,-2.74148,93.82,2015-01-15,19:45,3.0,19.45,2491,0,"Clear sky, wind SW moderate 20 Km/h Humidity 87 %. 1029 at 21h","In Major city Ambient Light, in a park, major sources occulted by trees.",France,2015-01-15 19:45:00,-0.9659258262890684,-57.36638994833351,354.24329219094034
177273,SQM,48.5263,-2.7186,25.92,2015-01-16,20:34,2.0,18.45,2491,0,"2.5 C Clear sky, wind W moderate 13.5 Humidity 95 %. 10.13 at 21h",Parking enlighten near beach,France,2015-01-16 20:34:00,-0.8660254037844386,-59.259554976688925,352.3188205959101
177275,SQM,48.5154,-2.76787,90.97,2015-01-16,20:50,3.0,19.35,2491,0,"2 C Clear sky, wind W moderate 11.1 km/h Humidity 96 %. 21h 1014.0 at 22h","Urban sky, In front of large prefecture Park (unlit) and on one parking unlit.",France,2015-01-16 20:50:00,-0.8660254037844386,-59.46776062940649,359.32982529768816
177276,SQM,48.5116,-2.76161,82.84,2015-01-16,20:56,1.0,16.85,2491,0,"2 C Clear sky, wind W moderate 11.1 km/h Humidity 96 %. 21h 1014.0 at 22h",Urban. Near one Commercial center. On a sustainable garden with glaring bad luminaries!,France,2015-01-16 20:56:00,-0.8660254037844386,-59.46652719538928,2.0160911034290825
177277,SQM,48.5007,-2.71953,92.94,2015-01-16,21:06,2.0,17.15,2491,0,"2 C Clear sky, wind W moderate 11 km/h Humidity 96 %. 1014.0 at 22h",Urban. Glare from public lighting. Sky glow caused by commercial area on south.,France,2015-01-16 21:06:00,-0.7071067811865477,-59.36800306873679,6.5415547990172405
177278,SQM,48.4945,-2.71482,96.27,2015-01-16,21:14,2.0,16.55,2491,0,"2 C Clear sky, wind W moderate 11 km/h Humidity 96 %. 1014.0 at 22h",Urban Near mayor House. Glare by lighting of the place.,France,2015-01-16 21:14:00,-0.7071067811865477,-59.19972867058451,10.082059496559552
177279,SQM,48.4953,-2.72862,102.8,2015-01-16,21:25,2.0,19.35,2491,0,"2 C Clear sky, wind W moderate 11 km/h Humidity 96 %. 1014.0 at 22h","Commercial zone Near Supermarket parking, No lighting! But with blue neon signs around.",France,2015-01-16 21:25:00,-0.7071067811865477,-58.838287671161005,14.844850196307522
178919,SQM,41.7938,-71.9462,86.36,2015-01-12,23:11,4.0,20.23,4044,0,It was really clear and a little bit of sky glow.,"The area was Rural. Snow covered ground. No street lights, house lights, or other lights. There were small houses.",United States - Connecticut,2015-01-12 23:11:00,-0.2588190451025215,-53.82156684777285,19.588243182598273
178921,SQM,41.7765,-71.9778,114.14,2015-01-13,23:15,6.0,18.45,3304,0,The sky that night was clear.,"My area is rural,and I had a big wreath hanging outside.Besides a few candles, I had no house lights. My neighbors are about 200 yards away from us, and they had on their house lights. There was also snow on the ground.",United States - Connecticut,2015-01-13 23:15:00,-0.2588190451025215,-58.73410038667503,3.198582178832481
178922,SQM,41.7844,-71.8878,62.55,2015-01-14,01:14,2.0,16.22,,6,"many clouds, not many stars in sight","2 big buildings,many street lights,trees around buildings,many cars going in and out,cloudy and bright outside.",United States - Connecticut,2015-01-14 01:14:00,0.25881904510252074,-49.266257725350506,49.35734112952246
178923,SQM,41.7806,-71.9645,71.15,2015-01-14,00:50,5.0,20.14,1870,0,"clear, cold and beautiful","rural, light snow, distant lights about 200ft. away  through trees,no house lights  or any other lights. The buildings around me are 4 houses, a treehouse, a shed, and my house",United States - Connecticut,2015-01-14 00:50:00,0.0,-52.320046992744125,41.69057275823563
178924,SQM,41.7907,-71.976,92.46,2015-01-16,00:30,3.0,18.59,,0,Dark Sky  Couldn't see clouds  :(,"rural, snow covered ground, no house lights, cars passing by with lights, 300 ft. to the nearest neighbor(house).",United States - Connecticut,2015-01-16 00:30:00,0.0,-64.3378882952605,351.86799269244153
178925,SQM,41.7736,-71.9304,86.43,2015-01-12,01:00,4.0,17.55,,2,dark clouds,rural,United States - Connecticut,2015-01-12 01:00:00,0.25881904510252074,-32.69731939427198,61.963589342657386
178926,SQM,41.7834,-71.906,73.62,2015-01-15,00:30,4.0,18.12,3234,4,clouds are dense thick,suburban,United States - Connecticut,2015-01-15 00:30:00,0.0,-61.078101515352365,17.04627446668715
178927,SQM,41.7881,-71.9497,81.66,2015-01-14,01:03,3.0,17.3,,2,,"rural, snow, 1 street light, and   2 decorative  lights,",United States - Connecticut,2015-01-14 01:03:00,0.25881904510252074,-50.726994317752904,45.91675111120615
178928,SQM,41.7828,-71.9214,102.94,2015-01-14,01:15,4.0,18.26,2398,6,thick clouds.,"It was rural. There was no street lights, 1 house light, no other lights. I was around medium big houses.",United States - Connecticut,2015-01-14 01:15:00,0.25881904510252074,-49.1522996428344,49.614408014686944
178929,SQM,41.7699,-71.9547,50.53,2015-01-12,00:15,5.0,19.8,3300,0,Sky glow Really clear.  Little glow from moon.  Lots of stars.,flat land not bumpy.  smooth. really dark,United States - Connecticut,2015-01-12 00:15:00,0.0,-39.37065833866154,51.388738303268624
178931,SQM,41.7949,-71.896,78.39,2015-01-14,00:00,5.0,19.69,3234,0,,,United States - Connecticut,2015-01-14 00:00:00,0.0,-56.97165506676745,23.047486144398796
178932,SQM,41.7952,-72.0064,145.43,2015-01-13,23:25,5.0,19.99,,4,,,United States - Connecticut,2015-01-13 23:25:00,-0.2588190451025215,-58.57198043347725,7.657895201348342
178947,SQM,41.6392,-72.3889,157.77,2015-01-20,01:17,5.0,20.63,3110,0,The sky was clear.,"Rural,1 street light,2 house lights,1 flag light,house and Garage",United States - Connecticut,2015-01-20 01:17:00,0.25881904510252074,-42.97227010136951,286.8527270970454
178948,SQM,41.6554,-72.3926,163.27,2015-01-12,00:11,4.0,18.48,3301,6,It  was a very cloudy night. all I could see was clouds. no light blocked the sky.,"Rural. 3 house lights on. 0 street lights. snow covered. no other lights. Home, Sheds, and trees were around.",United States - Connecticut,2015-01-12 00:11:00,0.0,-40.239642945220474,49.97353330962982
178949,SQM,41.6513,-72.3791,160.45,2015-01-16,23:15,4.0,20.18,4106,2,1/4 cloudy and the rest of the sky was pretty clear. There wasn't really any lights at that time.,"It was a snow covered ground I live in a rural area. There was  1 street light, and two house lights. There where  2 houses pretty close. There was no other lights on.",United States - Connecticut,2015-01-16 23:15:00,-0.2588190451025215,-52.251557401892605,298.08811282515586
178952,SQM,41.6438,-72.364,132.86,2015-01-15,03:26,5.0,19.1,4038,6,sky was really cloudy,"rural setting, not a lot of snow, 3 houselights, 1 outside light,0 streetlights, houses and a barn,",United States - Connecticut,2015-01-15 03:26:00,0.7071067811865475,-38.91911758071668,72.76794654292489
178953,SQM,41.6728,-72.421,148.93,2015-01-14,00:00,3.0,19.99,2099,2,a tiny bit cloudy,"Rurl setting, no snow cover, One street light, inside house lights.",United States - Connecticut,2015-01-14 00:00:00,0.0,-57.23160358096747,22.220900670507085
178954,SQM,41.6244,-72.334,169.85,2015-01-14,01:30,4.0,17.88,4131,0,the sky was very clear outside,"suburban, not a lot of snow but there still was snow, two street lights,12 house lights, none of other lights, A lot of houses open yards.",United States - Connecticut,2015-01-14 01:30:00,0.25881904510252074,-47.41488552011975,53.564613420839216
178955,SQM,41.6866,-72.4356,204.47,2015-01-13,23:32,5.0,20.29,4046,0,it was very clear and there were no clouds and so many stars,"rural, automatic lights, house tall red many windows, clear sky , snow covered ground",United States - Connecticut,2015-01-13 23:32:00,-0.2588190451025215,-58.55041759047969,10.03086542784381
178956,SQM,41.6677,-72.4299,155.58,2015-01-14,23:48,5.0,18.54,1846,0,it was very clear,"rural setting,some snow ,houselights on, houses around location",United States - Connecticut,2015-01-14 23:48:00,-0.2588190451025215,-61.97779740239559,355.5413217595214
178957,SQM,41.6616,-72.4077,178.77,2015-01-19,01:36,5.0,18.99,2401,0,"partial cloudy, snow.","yes snow, neighbor lights outside, zero street lights, two house lights, normal house, partial cloudy.",United States - Connecticut,2015-01-19 01:36:00,0.25881904510252074,-56.57308413878251,304.9538060453963
178958,SQM,41.6374,-72.3608,144.25,2015-01-20,23:30,4.0,18.64,3110,6,sky was cloudy,"rural setting, no snow cover, houselights, houses around this location",United States - Connecticut,2015-01-20 23:30:00,-0.2588190451025215,-12.09660444101045,260.8510696044232
178959,SQM,41.6866,-72.4356,204.47,2015-01-13,23:32,5.0,20.29,4046,0,it was very clear and there were no clouds and so many stars,"rural, automatic lights, house tall red many windows, clear sky , snow covered ground",United States - Connecticut,2015-01-13 23:32:00,-0.2588190451025215,-58.55041759047969,10.03086542784381
178960,SQM,41.6497,-72.3978,121.46,2015-01-17,00:18,5.0,19.98,4046,0,It was very clear with no clouds. Lots and  lots of stars.,Suburban with a little bit of Rural. There was some snow on the ground. Only one house with one light and no street lights. A very tall blue house with 5 windows.,United States - Connecticut,2015-01-17 00:18:00,0.0,-61.09085746271773,318.63108078325445
178961,SQM,41.6244,-72.334,169.85,2015-01-14,01:30,4.0,17.88,4131,0,the sky was very clear outside,"suburban, not a lot of snow but there still was snow, two street lights,12 house lights, none of other lights, A lot of houses open yards.",United States - Connecticut,2015-01-14 01:30:00,0.25881904510252074,-47.41488552011975,53.564613420839216
178962,SQM,41.6813,-72.4287,170.29,2015-01-17,00:30,5.0,20.13,1846,0,it was very clear,"Rural, some snow,house lights on, house around the location",United States - Connecticut,2015-01-17 00:30:00,0.0,-62.39790670301546,323.5914240540331
178963,SQM,41.6278,-72.388,157.7,2015-01-20,23:25,6.0,16.06,2401,4,Cloudy with a few house lights around me.,"Rural setting, street lamp about 100 yds,  surrounded by buildings and trees, no snow cover",United States - Connecticut,2015-01-20 23:25:00,-0.2588190451025215,-11.200184562532334,260.0535925898758
178966,SQM,41.6818,-72.4168,188.95,2015-01-14,02:05,4.0,20.06,3235,0,The sky was crystal  clear and the stars were very bright in my location.,My area was Rural. There was a little bit of snow on the ground. There were street lights and house lights on. There was one street light on. Neighbors house lights were on. The buildings that were around me were houses. The houses had a good amount of space between them.,United States - Connecticut,2015-01-14 02:05:00,0.49999999999999994,-42.18553196185588,62.404804703752454
178967,SQM,41.6879,-72.4253,169.95,2015-01-13,01:19,4.0,18.97,1853,0,It was clear out and there was very little clouds.,No lights except house light and neighbor lights. The buildings around me were houses and a shed.,United States - Connecticut,2015-01-13 01:19:00,0.25881904510252074,-39.667657722135445,59.0785579154446
178968,SQM,41.6614,-72.3515,176.77,2015-01-16,00:20,3.0,20.18,3235,0,,rural we have large fields/no snow,United States - Connecticut,2015-01-16 00:20:00,0.0,-64.05083300769813,345.8189637435698
179046,SQM,32.4542,130.639,455.87,2015-02-09,12:15,6.0,20.41,7996,0,,,Japan,2015-02-09 12:15:00,1.2246467991473532e-16,-17.913961787060234,87.76660474149689
179057,SQM,32.9499,131.036,482.76,2015-02-09,12:15,5.0,20.65,7998,0,,,Japan,2015-02-09 12:15:00,1.2246467991473532e-16,-17.56281088815284,87.83472513229721
179063,SQM,32.2087,-110.902,771.91,2015-02-10,04:31,3.0,18.44,,0,,,United States - Arizona,2015-02-10 04:31:00,0.8660254037844386,-23.1693798878041,87.31518128621005
179064,SQM,32.6105,-110.797,1334.12,2015-02-10,04:35,6.0,20.96,8530,0,Clear. Tucson skyglow to south.,Rural,United States - Arizona,2015-02-10 04:35:00,0.8660254037844386,-22.255955403657502,87.75425681842816
179118,SQM,-43.99,170.463,946.67,2015-02-11,10:50,4.0,20.45,,0,~1/2 moon,"Rural, next to small village on top on mt john. Village below is has about 400 people. Bright moon!",New Zealand,2015-02-11 10:50:00,0.49999999999999994,-4.393447974885528,112.41101810591465
179172,SQM,32.2088,-110.902,771.91,2015-02-11,04:27,3.0,18.41,,0,BAS Sutton,,United States - Arizona,2015-02-11 04:27:00,0.8660254037844386,-34.85145851050247,83.45787078305607
179260,SQM,32.2087,-110.902,771.91,2015-02-12,04:24,3.0,18.38,,0,BAS Sutton,,United States - Arizona,2015-02-12 04:24:00,0.8660254037844386,-46.40751619889343,78.38086366009395
179268,SQM,48.5543,-2.71659,60.05,2015-02-11,19:20,4.0,20.55,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 96 at 20h and 95 % at 21h. 1021.6 at 20h, 1021.7 at 21h. Haze at the north horizon High humidity","Pointe du Roselier, Suburban luminaries at 400 m.",France,2015-02-11 19:20:00,-0.9659258262890684,-51.94275551116664,35.117271655599936
179269,SQM,48.5347,-2.76894,109.88,2015-02-11,19:30,2.0,16.8,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 96 at 20h and 95 % at 21h. 1021.6 at 20h, 1021.7 at 21h. Haze at the north horizon High humidity",Urban Glare from luminaries and commercial lighting.  Near Mayor house,France,2015-02-11 19:30:00,-0.9659258262890684,-51.04778422857445,38.4611825465407
179270,SQM,48.5416,-2.83555,128.7,2015-02-11,19:40,4.0,20.45,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 96 at 20h and 95 % at 21h. 1021.6 at 20h, 1021.7 at 21h. Haze at the north horizon High humidity",Route Malbrousse. Suburbain luminaries at 500 m.,France,2015-02-11 19:40:00,-0.9659258262890684,-50.06849772314346,41.64933174341069
179271,SQM,48.5224,-2.8737,154.42,2015-02-11,19:50,4.0,20.35,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 96 at 20h and 95 % at 21h. 1021.6 at 20h, 1021.7 at 21h. Haze at the north horizon High humidity",Before village La Barricade . Sub Urban Near artisanal and commercial areas. About 1.5km from center town of Trmuson.,France,2015-02-11 19:50:00,-0.9659258262890684,-49.031561708824036,44.77964392213343
179272,SQM,48.5227,-2.85278,138.61,2015-02-11,19:55,2.0,18.2,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 96 at 20h and 95 % at 21h. 1021.6 at 20h, 1021.7 at 21h. Haze at the north horizon High humidity Temperature 2 to 1C",Rue de Brest. Urban. In front of a super market (light off). Some commercial area at 0.2km. About 0.4km from center town of Trmuson.,France,2015-02-11 19:55:00,-0.9659258262890684,-48.464243656482566,46.34396739638405
179273,SQM,48.4925,-2.84634,117.44,2015-02-11,20:05,5.0,20.6,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature -2C",Sport Area. Rural Public lighting unlit after 22h.,France,2015-02-11 20:05:00,-0.8660254037844386,-47.322291234071834,49.364660134133686
179274,SQM,48.4977,-2.84083,127.21,2015-02-11,20:10,3.0,18.65,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature -1C",Rue near railway bridge (SNCF). Urban Public lighting powerful lit (Off at  22h.),France,2015-02-11 20:10:00,-0.8660254037844386,-46.716189970976366,50.818820853788665
179275,SQM,48.4951,-2.79624,133.0,2015-02-11,20:18,2.0,18.0,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature 0C",Near center town. Road to Tremuson. Urban sky. Public lighting powerful lit (Partially Off at 23h.),France,2015-02-11 20:18:00,-0.8660254037844386,-45.70821000602234,53.13809095203668
179276,SQM,48.4828,-2.79176,138.76,2015-02-11,20:25,2.0,18.65,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature -1C","Zoopole. Commercial and research area, urban Public lighting powerful lit",France,2015-02-11 20:25:00,-0.8660254037844386,-44.82452768594829,55.07904190629445
179277,SQM,48.4727,-2.78018,137.51,2015-02-11,20:35,4.0,20.55,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature -1C",Rue Chalonge Imp. Ville brebis. Suburban Near some industrial areas and town of Saint-Brieuc.,France,2015-02-11 20:35:00,-0.8660254037844386,-43.517316568116264,57.76559207331258
179278,SQM,48.4808,-2.74867,134.67,2015-02-11,20:43,4.0,19.55,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature 0C",Rue de lUrne/ Rue du Tertre. Suburban Sky on North and many residential area (Some good luminaries).,France,2015-02-11 20:43:00,-0.8660254037844386,-42.42162664175701,59.8563050149647
179279,SQM,48.4808,-2.74867,134.67,2015-02-11,20:43,4.0,19.55,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature 0C",Rue de lUrne/ Rue du Tertre. Suburban Sky on North and many residential area (Some good luminaries).,France,2015-02-11 20:43:00,-0.8660254037844386,-42.42162664175701,59.8563050149647
179280,SQM,48.4883,-2.75072,107.95,2015-02-11,20:45,2.0,17.7,2491,0,"Clear sky, low wind SE 7.4 to 5.6 Km/h Humidity 95 at 21h and 22h. 1021.7 at 21h, 1021.5 at 22h. Haze at the north horizon High humidity Temperature 0C","Rue des champs de pie. In front funeral center. Glare by lighting of Hospital parking, and bus depot.",France,2015-02-11 20:45:00,-0.8660254037844386,-42.14696890312346,60.35513098190839
179305,SQM,48.4863,-2.74156,124.71,2015-02-11,20:50,3.0,18.75,2491,0,"Haze at the north horizon High humidity.   Clear sky, low wind SE to SSE 5.6 Km/h Humidity 95% at 21h and 22h to 96 % at 23h. 1021.7 at 21h, 1021.5 at 22h and 1021.2 at 23h. Temperature 0C","Rue Marcel Rault. Urban, end parking of school and cultural complex. Good luminaries FCO.",France,2015-02-11 20:50:00,-0.8660254037844386,-41.45630765638824,61.61755838821479
179307,SQM,48.4586,-2.71839,114.74,2015-02-11,20:59,4.0,20.45,2491,0,"Haze at the north horizon High humidity.   Clear sky, low wind SE to SSE 5.6 Km/h Humidity 95% at 22h to 96 % at 23h. 1021.5 at 22h and 1021.2 at 23h. Temperature -1C.","Sub-Urban, 7.0 km to Saint-Brieuc. 4.7 km from Yffiniac at NE and 2.5 km of Pledran at SW Interior of hippodrome building enlightened.",France,2015-02-11 20:59:00,-0.8660254037844386,-40.19856023030679,63.86042778741174
179308,SQM,48.4478,-2.74866,148.81,2015-02-11,21:05,2.0,16.15,2491,0,"Haze at the north horizon High humidity.   Clear sky, low wind SE to SSE 5.6 Km/h Humidity 95% at 22h to 96 % at 23h. 1021.5 at 22h and 1021.2 at 23h. Temperature -1C.",Enter if the little town Rue des lilas. Urban. Public lighting in function.,France,2015-02-11 21:05:00,-0.7071067811865477,-39.36917477592673,65.26838520273377
179309,SQM,48.4826,-2.71927,103.0,2015-02-11,21:13,4.0,19.85,2491,0,"Haze at the north horizon High humidity.   Clear sky, low wind SE to SSE 5.6 Km/h Humidity 95% at 22h to 96 % at 23h. 1021.5 at 22h and 1021.2 at 23h. Temperature -1C.",Rue du petit bois. Sub urban. Trgueux and residential area in north and east.,France,2015-02-11 21:13:00,-0.7071067811865477,-38.18656024019399,67.13595769432122
179310,SQM,48.4902,-2.70088,68.92,2015-02-11,21:13,3.0,18.15,2491,0,"Haze at the north horizon High humidity.   Clear sky, low wind SE to SSE 5.6 Km/h Humidity 95% at 22h to 96 % at 23h. 1021.5 at 22h and 1021.2 at 23h. Temperature -1C.",Rue des Champs Renault. Urban. Between two towns.  Street slightly less enlightened. M42 inconspicuous. Commercial area on south-west.,France,2015-02-11 21:13:00,-0.7071067811865477,-38.17251793460128,67.14799050841185
